order_date,delivery_date,customer_age,customer_gender,location,delivery_type,product_category,sub_category,product,unit_price,shipping_fee,order_quantity,sale_price,status,reason,rating
2020-05-17,2020-05-21,28,M,Greater Accra,Express,Home and Office,Tools and Home Improvement,Maze Batik Designed 3D Wallpaper - 10M - White/Black,  135.00 ,9.0,1,135.0,Returned,Product - Not fitting expectation,1
2020-05-16,2020-05-21,25,M,Western,Express,Electronics,Digital Cameras,Canon EOS 60D CMOS DSLR Camera Bundle - 18 - 55mm Lens - Black,"  4,700.00 ",13.0,1,4700.0,Returned,Onsite -Description mismatch,3
2020-05-16,2020-05-23,28,M,Ashanti,Standard Delivery,Health and beauty,Medical supplies and Equipment,Blood Pressure Monitor Digital Wrist BP Pulse Monitor Meter Heart Rate Measure,  63.20 ,7.0,2,63.2,Returned,Delivery-Wrong item,1
2020-05-16,2020-05-29,30,M,Ashanti,Shipped from Abroad,Fashion,Men's fashion,Sports Pants - Black,  50.00 ,12.0,4,50.0,Returned,Onsite -Description mismatch,3
2020-05-16,2020-05-25,28,M,Ashanti,Standard Delivery,Health and beauty,Vitamins & Dietary Supplements,Vida Divina TeDivina (Detox Tea Formula) - 1 Tea Bag,  55.00 ,15.0,9,55.0,Returned,Quality-Defective item,2
2020-05-15,2020-05-27,19,M,Western,Standard Delivery,Health and beauty,Fragrances,Fragrance World Smart Black Eau de Parfum Spray - 100ml,  63.00 ,6.0,5,63.0,Returned,Delivey - Missing item/part,2
2020-05-15,2020-05-17,20,M,Greater Accra,Express,Health and beauty,Beauty and personal care,Clere Radiance Oil Control Toner - 100ml,  17.00 ,13.0,3,17.0,Returned,Quality-Defective item,2
2020-05-15,2020-06-04,19,M,Upper West,Shipped from Abroad,Fashion,Women's fashion,Fashion 4-Piece Leather HandBag Set - Black,  49.00 ,11.0,2,49.0,Returned,Delivery-Wrong item,1
2020-05-15,2020-05-27,21,M,Ashanti,Standard Delivery,Phones and Tablet,Tablets,10.1'' Business Tablet with MT6582 Quad-Core Processor,  368.00 ,11.0,7,368.0,Returned,Quality-Defective item,3
2020-05-15,2020-05-24,23,M,Greater Accra,Standard Delivery,Health and beauty,Vitamins & Dietary Supplements,Cq Amaigrissant Slimming Tea - 20 Tea Bags,  28.00 ,7.0,1,28.0,Returned,Delivey - Missing item/part,3
2020-05-14,2020-05-17,25,M,Greater Accra,Express,Home and Office,Home and Furniture,8 Cubes Plastic Wardrobe - Blue/White,  175.00 ,19.0,3,175.0,Returned,Delivey - Missing item/part,3
2020-05-14,2020-05-20,19,M,Western,Standard Delivery,Electronics,Home Audio,6030 3.1 Bluetooth Home Theatre With Remote Control - Black + Free Smartwatch,  385.00 ,13.0,5,385.0,Returned,Quality-Defective item,1
2020-05-13,2020-05-18,25,M,Weija,Express,Phones and Tablet,Mobile accessories,M4 Smart Bracelet Sports Pedometer Watch,  27.00 ,10.0,1,27.0,Returned,Delivey - Missing item/part,1
2020-05-13,2020-05-16,26,M,Greater Accra,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02 - 64GB HDD - 3GB RAM Smartphone - Black,  629.00 ,16.0,2,629.0,Returned,Onsite -Description mismatch,3
2020-05-12,2020-05-23,20,M,Greater Accra,Shipped from Abroad,Phones and Tablet,Mobile accessories,B5 HiFi 5.0 Ture Wireless Headsets Auto Pair Touch - Black,  52.00 ,4.0,1,52.0,Returned,Product - Not fitting expectation,1
2020-05-11,2020-05-15,24,M,Weija,Express,Fashion,Girl's fashion,Fashion Girls' Patent Leather Stitching Shoes - Black,  156.00 ,18.0,4,156.0,Returned,Quality-Defective item,1
2020-05-11,2020-05-16,27,M,Weija,Express,Fashion,Girl's fashion,Fashion Girls' Patent Leather Stitching Shoes - Black,  156.00 ,6.0,6,156.0,Returned,Onsite -Description mismatch,3
2020-05-10,2020-05-15,22,M,Greater Accra,Express,Fashion,Boy's fashion,Short Sleeve Polo Shirt - Royal Blue,  26.00 ,4.0,1,26.0,Returned,Delivey - Missing item/part,3
2020-05-10,2020-05-26,22,M,Western,Shipped from Abroad,Phones and Tablet,Tablets,10.1'' Business Tablet with MT6582 Quad-Core Processor,  368.00 ,7.0,3,368.0,Returned,Delivey - Missing item/part,2
2020-05-10,2020-05-20,23,M,Ashanti,Standard Delivery,Phones and Tablet,Tablets,10.1'' Business Tablet with MT6582 Quad-Core Processor,  368.00 ,15.0,7,368.0,Returned,Onsite -Description mismatch,1
2020-05-10,2020-05-16,29,M,Volta,Standard Delivery,Electronics,Home Audio,Triple Power C20 Super Bass USB Bluetooth Subwoofer - Brown + free S530 V4.0 Bluetooth Headset - Black,  97.75 ,6.0,9,97.75,Returned,Delivery-Wrong item,3
2020-05-10,2020-05-12,26,M,Ashanti,Express,Fashion,Women's fashion,Fashion 4-Piece Leather HandBag Set - Black,  49.00 ,12.0,3,49.0,Returned,Delivery-Wrong item,2
2020-05-10,2020-05-20,29,M,Ashanti,Shipped from Abroad,Home and Office,Kitchen and dinning,Heat Resistant Glass Storage Bowl - 15 Pieces Multicolour,  100.00 ,14.0,4,100.0,Returned,Delivery-Wrong item,2
2020-05-09,2020-05-29,20,M,Greater Accra,Shipped from Abroad,Health and beauty,Medical supplies and Equipment,voice blood Pressure Monitor Digital BP Pulse Health Vascular Heartbeat Test,  129.00 ,18.0,6,129.0,Returned,Onsite -Description mismatch,1
2020-05-09,2020-05-24,25,M,Greater Accra,Shipped from Abroad,Electronics,Digital Cameras,Canon EOS 60D CMOS DSLR Camera Bundle - 18 - 55mm Lens - Black,"  4,700.00 ",13.0,1,4700.0,Returned,Not Added,1
2020-05-09,2020-05-26,21,M,Ashanti,Shipped from Abroad,Fashion,Men's fashion,Sports Pants - Black,  50.00 ,19.0,10,50.0,Returned,Not Added,2
2020-05-09,2020-05-28,28,M,Weija,Shipped from Abroad,Electronics,Digital Cameras,Canon EOS 60D CMOS DSLR Camera Bundle - 18 - 55mm Lens - Black,"  4,700.00 ",14.0,1,4700.0,Returned,Delivey - Missing item/part,3
2020-05-08,2020-05-18,19,M,Western,Shipped from Abroad,Health and beauty,Beauty and personal care,Clere Radiance Oil Control Toner - 100ml,  17.00 ,19.0,8,17.0,Returned,Delivey - Missing item/part,1
2020-05-04,2020-05-24,27,M,Ashanti,Shipped from Abroad,Phones and Tablet,Mobile accessories,B5 HiFi 5.0 Ture Wireless Headsets Auto Pair Touch - Black,  52.00 ,17.0,9,52.0,Returned,Delivey - Missing item/part,1
2020-05-04,2020-05-24,29,M,Dodowa,Shipped from Abroad,Health and beauty,Vitamins & Dietary Supplements,Aichun Beauty Eight Pack Essential Oil - 30ml,  35.00 ,11.0,7,35.0,Returned,Product - Not fitting expectation,3
2020-05-03,2020-05-22,20,M,Brong-Ahafo,Shipped from Abroad,Electronics,Digital Cameras,Canon EOS 60D CMOS DSLR Camera Bundle - 18 - 55mm Lens - Black,"  4,700.00 ",11.0,1,4700.0,Returned,Delivey - Missing item/part,1
2020-05-03,2020-05-21,28,M,Western,Shipped from Abroad,Health and beauty,Beauty and personal care,Clere Radiance Oil Control Toner - 100ml,  17.00 ,17.0,9,17.0,Returned,Onsite -Description mismatch,1
2020-05-03,2020-05-15,27,M,Western,Shipped from Abroad,Fashion,Women's fashion,Fashion 4-Piece Leather HandBag Set - Black,  49.00 ,18.0,5,49.0,Returned,Delivery-Wrong item,2
2020-05-02,2020-05-04,27,M,Northern,Express,Health and beauty,Beauty and personal care,Clere Avocado Milk Body Lotion With Vitamins E+A - 400ml,  17.00 ,12.0,5,17.0,Returned,Quality-Defective item,2
2020-05-02,2020-05-07,20,M,Ashanti,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02 - 64GB HDD - 3GB RAM Smartphone - Black,  629.00 ,10.0,3,629.0,Returned,Quality-Defective item,3
2020-05-01,2020-05-08,29,M,Western,Standard Delivery,Fashion,Men's fashion,100%Cotton 4 Piece Short Sleeve T-Shirts - Multicolour,  80.00 ,12.0,8,80.0,Returned,Delivey - Missing item/part,2
2020-05-01,2020-05-06,24,M,Upper West,Express,Phones and Tablet,Tablets,"Amazon Fire HD 8 Kids Tablet 32GB HDD - 2GB RAM - 8"" Blue",  795.00 ,5.0,2,795.0,Returned,Delivey - Missing item/part,2
2020-05-01,2020-05-12,20,M,Ashanti,Shipped from Abroad,Health and beauty,Beauty and personal care,Clere Avocado Milk Body Lotion With Vitamins E+A - 400ml,  17.00 ,20.0,10,17.0,Returned,Onsite -Description mismatch,2
2020-04-30,2020-05-09,23,M,Greater Accra,Standard Delivery,Health and beauty,Vitamins & Dietary Supplements,Hemani Ultra Slim Tea - 10 Bags,  15.00 ,12.0,9,15.0,Returned,Onsite -Description mismatch,3
2020-04-30,2020-05-02,19,M,Western,Express,Health and beauty,Fragrances,Fragrance World Smart Black Eau de Parfum Spray - 100ml,  63.00 ,12.0,4,63.0,Returned,Delivey - Missing item/part,2
2020-04-30,2020-05-10,28,M,Upper East,Standard Delivery,Health and beauty,Medical supplies and Equipment,voice blood Pressure Monitor Digital BP Pulse Health Vascular Heartbeat Test,  129.00 ,19.0,6,129.0,Returned,Product - Not fitting expectation,3
2020-04-30,2020-05-14,29,M,Western,Shipped from Abroad,Health and beauty,Medical supplies and Equipment,Muscle Stimulators - Abdominal Muscle Trainer Set - Fitness,  55.00 ,5.0,9,55.0,Returned,Delivery-Wrong item,2
2020-04-30,2020-05-19,29,M,Western,Shipped from Abroad,Home and Office,Kitchen and dinning,Plastic Storage Bowl - 17 Pieces Green,  70.00 ,8.0,3,70.0,Returned,Delivey - Missing item/part,2
2020-04-29,2020-05-11,25,M,Weija,Shipped from Abroad,Health and beauty,Vitamins & Dietary Supplements,Optimum Nutrition Creatine Sports - 5000mg per Daily Serve Powder,  115.00 ,18.0,8,115.0,Returned,Delivery-Wrong item,1
2020-04-29,2020-05-01,28,M,Greater Accra,Express,Electronics,Home Audio,6030 3.1 Bluetooth Home Theatre With Remote Control - Black + Free Smartwatch,  385.00 ,6.0,7,385.0,Returned,Product - Not fitting expectation,1
2020-04-28,2020-05-12,28,M,Weija,Shipped from Abroad,Health and beauty,Beauty and personal care,L A Girl Pro Coverage HD Illuminating Liquid Foundation - Coffee,  42.00 ,18.0,3,42.0,Returned,Delivey - Missing item/part,1
2020-04-28,2020-05-11,29,M,Western,Standard Delivery,Phones and Tablet,Mobile phones,Samsung Galaxy A02 - 64GB HDD - 3GB RAM Smartphone - Black,  629.00 ,16.0,3,629.0,Returned,Delivery-Wrong item,2
2020-04-28,2020-05-01,24,M,Weija,Express,Fashion,Men's fashion,100%Cotton 4 Piece Short Sleeve T-Shirts - Multicolour,  80.00 ,19.0,10,80.0,Returned,Delivery-Wrong item,2
2020-04-28,2020-05-14,29,M,Ashanti,Shipped from Abroad,Phones and Tablet,Tablets,"Amazon Fire HD 8 Kids Tablet 32GB HDD - 2GB RAM - 8"" Blue",  795.00 ,17.0,2,795.0,Returned,Delivery-Wrong item,2
2020-04-27,2020-04-29,22,M,Upper East,Express,Phones and Tablet,Tablets,"Amazon Fire HD 8 Kids Tablet 32GB HDD - 2GB RAM - 8"" Blue",  795.00 ,10.0,3,795.0,Returned,Delivery-Wrong item,2
2020-04-26,2020-05-13,27,M,Greater Accra,Shipped from Abroad,Fashion,Boy's fashion,Boys Sneakers Casual Kids Sports Shoes-Gold,  120.00 ,5.0,10,120.0,Returned,Not Added,1
2020-04-26,2020-04-28,26,M,Greater Accra,Express,Phones and Tablet,Mobile accessories,M4 Smart Bracelet Sports Pedometer Watch,  27.00 ,18.0,1,27.0,Returned,Delivey - Missing item/part,3
2020-04-26,2020-05-15,19,M,Weija,Shipped from Abroad,Health and beauty,Beauty and personal care,L A Girl Pro Coverage HD Illuminating Liquid Foundation - Coffee,  42.00 ,4.0,6,42.0,Returned,Product - Not fitting expectation,3
2020-04-26,2020-05-08,25,M,Western,Shipped from Abroad,Health and beauty,Vitamins & Dietary Supplements,Vida Divina TeDivina (Detox Tea Formula) - 1 Tea Bag,  55.00 ,9.0,4,55.0,Returned,Quality-Defective item,3
2020-04-26,2020-05-11,27,M,Ashanti,Shipped from Abroad,Fashion,Boy's fashion,Boys Sneakers Casual Kids Sports Shoes-Gold,  120.00 ,19.0,5,120.0,Returned,Product - Not fitting expectation,1
2020-04-26,2020-05-01,19,M,Ashanti,Standard Delivery,Health and beauty,Beauty and personal care,Clere Radiance Oil Control Toner - 100ml,  17.00 ,16.0,4,17.0,Returned,Onsite -Description mismatch,1
2020-04-25,2020-05-09,23,M,Ashanti,Standard Delivery,Fashion,Girl's fashion,Fashion Girls' Patent Leather Stitching Shoes - Black,  156.00 ,9.0,3,156.0,Returned,Onsite -Description mismatch,3
2020-04-25,2020-05-06,19,M,Northern,Standard Delivery,Health and beauty,Vitamins & Dietary Supplements,Vida Divina TeDivina (Detox Tea Formula) - 1 Tea Bag,  55.00 ,16.0,4,55.0,Returned,Quality-Defective item,3
2020-04-23,2020-05-13,29,M,Greater Accra,Shipped from Abroad,Fashion,Girl's fashion,Fashion Girl's Dress Kids Children Newborn Baby Dinner Party Princess Dress Ball Gown,  125.00 ,17.0,9,125.0,Returned,Delivery-Wrong item,2
2020-04-23,2020-05-06,28,M,Ashanti,Standard Delivery,Health and beauty,Vitamins & Dietary Supplements,Cq Amaigrissant Slimming Tea - 20 Tea Bags,  28.00 ,9.0,10,28.0,Returned,Delivery-Wrong item,1
2020-04-22,2020-05-01,20,M,Weija,Standard Delivery,Fashion,Women's fashion,Fashion 4-Piece Leather HandBag Set - Black,  49.00 ,10.0,5,49.0,Returned,Product - Not fitting expectation,2
2020-04-22,2020-04-27,21,M,Greater Accra,Express,Health and beauty,Medical supplies and Equipment,Muscle Stimulators - Abdominal Muscle Trainer Set - Fitness,  55.00 ,8.0,10,55.0,Returned,Delivey - Missing item/part,3
2020-04-22,2020-04-27,28,M,Western,Express,Electronics,Home Audio,6030 3.1 Bluetooth Home Theatre With Remote Control - Black + Free Smartwatch,  385.00 ,14.0,7,385.0,Returned,Delivey - Missing item/part,3
2020-04-21,2020-05-11,23,M,Upper East,Shipped from Abroad,Phones and Tablet,Mobile accessories,M4 Smart Bracelet Sports Pedometer Watch,  27.00 ,3.0,9,27.0,Returned,Delivery-Wrong item,2
2020-04-21,2020-04-25,22,M,Greater Accra,Express,Health and beauty,Medical supplies and Equipment,Portable Blood Pressure Monitor - White,  102.00 ,20.0,5,102.0,Returned,Onsite -Description mismatch,1
2020-04-21,2020-05-08,27,M,Ashanti,Shipped from Abroad,Fashion,Girl's fashion,Fashion Girl's Dress Kids Children Newborn Baby Dinner Party Princess Dress Ball Gown,  125.00 ,12.0,9,125.0,Returned,Quality-Defective item,3
2020-04-20,2020-04-24,23,M,Western,Express,Health and beauty,Medical supplies and Equipment,Muscle Stimulators - Abdominal Muscle Trainer Set - Fitness,  55.00 ,6.0,8,55.0,Returned,Delivey - Missing item/part,3
2020-04-20,2020-04-24,22,M,Greater Accra,Express,Health and beauty,Vitamins & Dietary Supplements,Aichun Beauty Eight Pack Essential Oil - 30ml,  35.00 ,8.0,2,35.0,Returned,Product - Not fitting expectation,3
2020-04-20,2020-05-03,19,M,Weija,Shipped from Abroad,Fashion,Girl's fashion,Trust Leather Buckle Shoes - Black,  70.00 ,7.0,7,70.0,Returned,Delivery-Wrong item,1
2020-04-20,2020-04-25,27,M,Upper West,Express,Phones and Tablet,Mobile accessories,B5 HiFi 5.0 Ture Wireless Headsets Auto Pair Touch - Black,  52.00 ,3.0,8,52.0,Returned,Quality-Defective item,2
2020-04-20,2020-05-08,30,M,Ashanti,Shipped from Abroad,Electronics,Home Audio,6030 3.1 Bluetooth Home Theatre With Remote Control - Black + Free Smartwatch,  385.00 ,10.0,6,385.0,Returned,Product - Not fitting expectation,1
2020-04-19,2020-04-23,23,M,Oti,Express,Fashion,Girl's fashion,Fashion Girls' Patent Leather Stitching Shoes - Black,  156.00 ,4.0,4,156.0,Returned,Product - Not fitting expectation,2
2020-04-18,2020-04-25,29,M,Savannah,Standard Delivery,Fashion,Men's fashion,Yazole Analog Quartz Wrist Watch - Black,  19.00 ,19.0,3,19.0,Returned,Product - Not fitting expectation,2
2020-04-17,2020-04-19,24,M,Western,Express,Electronics,Home Audio,6030 3.1 Bluetooth Home Theatre With Remote Control - Black + Free Smartwatch,  385.00 ,7.0,6,385.0,Returned,Product - Not fitting expectation,1
2020-04-17,2020-04-28,25,M,Ashanti,Standard Delivery,Electronics,Digital Cameras,Canon EOS 60D CMOS DSLR Camera Bundle - 18 - 55mm Lens - Black,"  4,700.00 ",9.0,1,4700.0,Returned,Delivery-Wrong item,2
2020-04-16,2020-04-27,28,M,Greater Accra,Standard Delivery,Electronics,Home Audio,6030 3.1 Bluetooth Home Theatre With Remote Control - Black + Free Smartwatch,  385.00 ,3.0,6,385.0,Returned,Delivery-Wrong item,2
2020-04-15,2020-04-28,24,M,Ashanti,Shipped from Abroad,Health and beauty,Vitamins & Dietary Supplements,Vida Divina TeDivina (Detox Tea Formula) - 1 Tea Bag,  55.00 ,19.0,6,55.0,Returned,Delivery-Wrong item,3
2020-04-14,2020-04-27,25,M,Western,Shipped from Abroad,Health and beauty,Fragrances,Avon Soft Musk Eau de Toilette Spray - 50ml,  75.00 ,20.0,1,75.0,Returned,Product - Not fitting expectation,3
2020-04-14,2020-04-16,22,M,Northern,Express,Fashion,Girl's fashion,Trust Leather Buckle Shoes - Black,  70.00 ,6.0,6,70.0,Returned,Quality-Defective item,3
2020-04-13,2020-04-23,20,M,Greater Accra,Standard Delivery,Electronics,Digital Cameras,Canon EOS 60D CMOS DSLR Camera Bundle - 18 - 55mm Lens - Black,"  4,700.00 ",7.0,1,4700.0,Returned,Product - Not fitting expectation,3
2020-04-13,2020-04-25,25,M,Greater Accra,Shipped from Abroad,Phones and Tablet,Mobile phones,Samsung Galaxy A02 - 64GB HDD - 3GB RAM Smartphone - Black,  629.00 ,8.0,9,629.0,Returned,Not Added,2
2020-04-12,2020-04-17,24,M,Western,Express,Electronics,Digital Cameras,Canon EOS 60D CMOS DSLR Camera Bundle - 18 - 55mm Lens - Black,"  4,700.00 ",9.0,1,4700.0,Returned,Quality-Defective item,3
2020-04-12,2020-04-21,28,M,Western,Standard Delivery,Health and beauty,Beauty and personal care,L A Girl Pro Coverage HD Illuminating Liquid Foundation - Coffee,  42.00 ,20.0,7,42.0,Returned,Product - Not fitting expectation,1
2020-04-12,2020-05-02,28,M,Upper West,Shipped from Abroad,Fashion,Girl's fashion,Trust Leather Buckle Shoes - Black,  70.00 ,16.0,7,70.0,Returned,Delivery-Wrong item,1
2020-04-11,2020-04-22,30,M,Upper East,Standard Delivery,Health and beauty,Fragrances,Fragrance World Smart Black Eau de Parfum Spray - 100ml,  63.00 ,18.0,1,63.0,Returned,Delivey - Missing item/part,2
